Window,Midpoint,Pi,Theta,S
104900-105699,105299,0.0005,0.0006,1
104950-105749,105349,0.0005,0.0006,1
105000-105799,105399,0.0005,0.0006,1
105050-105849,105449,0,0,0
105100-105899,105499,0,0,0
105150-105949,105549,0,0,0
105200-105999,105599,0,0,0
105250-106049,105649,0,0,0
105300-106099,105699,0,0,0
105350-106149,105749,0,0,0
105400-106199,105799,0,0,0
105450-106249,105849,0,0,0
105500-106299,105899,0,0,0
105550-106349,105949,0,0,0
105600-106399,105999,0.001,0.0012,2
105650-106449,106049,0.001,0.0012,2
105700-106499,106099,0.001,0.0012,2
105750-106549,106149,0.001,0.0012,2
105800-106599,106199,0.0015,0.0018,3
105850-106649,106249,0.0015,0.0018,3
105900-106699,106299,0.0015,0.0018,3
105950-106749,106349,0.0015,0.0018,3
106000-106799,106399,0.0015,0.0018,3
106050-106849,106449,0.0015,0.0018,3
106100-106899,106499,0.0015,0.0018,3
106150-106949,106549,0.0015,0.0018,3
106200-106999,106599,0.0015,0.0018,3
106250-107049,106649,0.0015,0.0018,3
106300-107099,106699,0.0015,0.0018,3
106350-107149,106749,0.0015,0.0018,3
106400-107199,106799,0.0005,0.0006,1
106450-107249,106849,0.0005,0.0006,1
106500-107299,106899,0.0005,0.0006,1
106550-107349,106949,0.0005,0.0006,1
106600-107399,106999,0,0,0
106650-107449,107049,0,0,0
106700-107499,107099,0,0,0
106750-107549,107149,0,0,0
106800-107599,107199,0,0,0
106850-107649,107249,0,0,0
106900-107699,107299,0,0,0
106950-107749,107349,0,0,0
107000-107799,107399,0,0,0
107050-107849,107449,0,0,0
107100-107899,107499,0,0,0
107150-107949,107549,0,0,0
107200-107999,107599,0,0,0
107250-108049,107649,0,0,0
107300-108099,107699,0,0,0
107350-108149,107749,0,0,0
107400-108199,107799,0,0,0
107450-108249,107849,0.0005,0.0006,1
107500-108299,107899,0.001,0.0012,2
107550-108349,107949,0.001,0.0012,2
107600-108399,107999,0.001,0.0012,2
107650-108449,108049,0.001,0.0012,2
107700-108499,108099,0.001,0.0012,2
107750-108549,108149,0.001,0.0012,2
107800-108599,108199,0.001,0.0012,2
107850-108649,108249,0.001,0.0012,2
107900-108699,108299,0.001,0.0012,2
107950-108749,108349,0.001,0.0012,2
108000-108799,108399,0.001,0.0012,2
108050-108849,108449,0.001,0.0012,2
108100-108899,108499,0.001,0.0012,2
108150-108949,108549,0.001,0.0012,2
108200-108999,108599,0.001,0.0012,2
108250-109049,108649,0.0005,0.0006,1
108300-109099,108699,0,0,0
108350-109149,108749,0.0015,0.0018,3
108400-109199,108799,0.0015,0.0018,3
108450-109249,108849,0.0015,0.0018,3
108500-109299,108899,0.0015,0.0018,3
108550-109349,108949,0.0015,0.0018,3
108600-109399,108999,0.0015,0.0018,3
108650-109449,109049,0.0015,0.0018,3
108700-109499,109099,0.0015,0.0018,3
108750-109549,109149,0.0015,0.0018,3
108800-109599,109199,0.0015,0.0018,3
108850-109649,109249,0.0015,0.0018,3
108900-109699,109299,0.0015,0.0018,3
108950-109749,109349,0.0015,0.0018,3
109000-109800,109399,0.0015,0.0018,3
109050-109850,109449,0.0015,0.0018,3
109100-109900,109499,0.0015,0.0018,3
109150-109950,109549,0,0,0
109200-110000,109599,0,0,0
109250-110050,109649,0,0,0
109300-110100,109699,0,0,0
109350-110150,109749,0,0,0
109400-110200,109800,0,0,0
109450-110250,109850,0.0005,0.0006,1
109500-110300,109900,0.0005,0.0006,1
109550-110350,109950,0.0005,0.0006,1
109600-110400,110000,0.0005,0.0006,1
109650-110450,110050,0.0005,0.0006,1
109700-110500,110100,0.0005,0.0006,1
109750-110571,110150,0.0005,0.0006,1
109801-110621,110200,0.0005,0.0006,1
109851-110671,110250,0.001,0.0012,2
109901-110721,110300,0.0015,0.0018,3
109951-110771,110350,0.002,0.0024,4
110001-110878,110400,0.009,0.009,15
110051-110928,110450,0.01,0.0102,17
110101-110978,110500,0.0115,0.012,20
110151-111028,110571,0.0125,0.0132,22
110201-111078,110621,0.013,0.0138,23
110251-111128,110671,0.013,0.0138,23
110301-111178,110721,0.01488,0.0156,26
110351-111228,110771,0.01688,0.018,30
110401-111278,110878,0.01763,0.0186,31
110451-111328,110928,0.01813,0.0192,32
110501-111378,110978,0.01863,0.0198,33
110572-111428,111028,0.02,0.021,35
110622-111478,111078,0.0205,0.0216,36
110672-111528,111128,0.021,0.0222,37
110722-111578,111178,0.022,0.0234,39
110772-111628,111228,0.022,0.0234,39
110879-111684,111278,0.017,0.0192,32
110929-111734,111328,0.0185,0.021,35
110979-111784,111378,0.0175,0.0198,33
111029-111834,111428,0.0165,0.0186,31
111079-111884,111478,0.0165,0.0186,31
111129-111934,111528,0.016,0.018,30
111179-111984,111578,0.0155,0.0174,29
111229-112034,111628,0.014,0.0156,26
111279-112084,111684,0.01375,0.0156,26
111329-112134,111734,0.01375,0.0156,26
111379-112184,111784,0.01425,0.0162,27
111429-112234,111834,0.01338,0.0156,26
111479-112284,111884,0.01338,0.0156,26
111529-112334,111934,0.01288,0.015,25
111579-112384,111984,0.01188,0.0138,23
111629-112434,112034,0.01138,0.0132,22
111685-112484,112084,0.01038,0.012,20
111735-112534,112134,0.00838,0.0096,16
111785-112584,112184,0.00838,0.0096,16
111835-112634,112234,0.00912,0.0102,17
111885-112684,112284,0.00863,0.0096,16
111935-112734,112334,0.00863,0.0096,16
111985-112784,112384,0.00825,0.0096,16
112035-112834,112434,0.00875,0.0102,17
112085-112884,112484,0.00825,0.0096,16
112135-112934,112534,0.00825,0.0096,16
112185-112984,112584,0.00725,0.0084,14
112235-113034,112634,0.00675,0.0078,13
112285-113084,112684,0.00675,0.0078,13
112335-113134,112734,0.00675,0.0078,13
112385-113184,112784,0.00675,0.0078,13
112435-113235,112834,0.00775,0.009,15
112485-113285,112884,0.00775,0.009,15
112535-113335,112934,0.00775,0.009,15
112585-113385,112984,0.01113,0.012,20
112635-113439,113034,0.01838,0.0186,31
112685-113489,113084,0.02088,0.0216,36
112735-113541,113134,0.02288,0.0234,39
112785-113598,113184,0.02388,0.0246,41
112835-113648,113235,0.02288,0.0234,39
112885-113698,113285,0.02288,0.0234,39
112935-113748,113335,0.02338,0.024,40
112985-113798,113385,0.02538,0.0264,44
113035-113848,113439,0.02688,0.0282,47
113085-113898,113489,0.02688,0.0282,47
113135-113948,113541,0.02688,0.0282,47
113185-114002,113598,0.02738,0.0288,48
113236-114054,113648,0.02813,0.0294,49
113286-114104,113698,0.02763,0.0288,48
113336-114154,113748,0.02863,0.03,50
113386-114204,113798,0.02575,0.0276,46
113440-114254,113848,0.02075,0.024,40
113490-114304,113898,0.02425,0.0282,47
113542-114354,113948,0.02425,0.0288,48
113599-114421,114002,0.02425,0.0288,48
113649-114471,114054,0.02475,0.0294,49
113699-114529,114104,0.02825,0.0336,56
113749-114579,114154,0.02875,0.0342,57
113799-114629,114204,0.02775,0.033,55
113849-114679,114254,0.028,0.033,55
113899-114729,114304,0.0275,0.0324,54
113949-114779,114354,0.027,0.0318,53
114003-114830,114421,0.026,0.0306,51
114055-114881,114471,0.02675,0.0318,53
114105-114931,114529,0.02625,0.0312,52
114155-114981,114579,0.02575,0.0306,51
114205-115031,114629,0.02475,0.0294,49
114255-115081,114679,0.02225,0.0264,44
114305-115131,114729,0.01675,0.0198,33
114355-115181,114779,0.01575,0.0186,31
114422-115231,114830,0.01475,0.0174,29
114472-115281,114881,0.01525,0.018,30
114530-115331,114931,0.01175,0.0138,23
114580-115381,114981,0.01025,0.012,20
114630-115431,115031,0.01175,0.0138,23
114680-115481,115081,0.0115,0.0138,23
114730-115531,115131,0.0115,0.0138,23
114780-115581,115181,0.0115,0.0138,23
114831-115631,115231,0.0115,0.0138,23
114882-115681,115281,0.01,0.012,20
114932-115731,115331,0.01,0.012,20
114982-115781,115381,0.0095,0.0114,19
115032-115831,115431,0.0095,0.0114,19
115082-115890,115481,0.009,0.0108,18
115132-115942,115531,0.0095,0.0114,19
115182-115996,115581,0.014,0.0162,27
115232-116046,115631,0.014,0.0162,27
115282-116098,115681,0.0135,0.0156,26
115332-116149,115731,0.014,0.0162,27
115382-116199,115781,0.0145,0.0168,28
115432-116249,115831,0.0125,0.0144,24
115482-116299,115890,0.012,0.0138,23
115532-116349,115942,0.0125,0.0144,24
115582-116399,115996,0.0135,0.0156,26
115632-116449,116046,0.0135,0.0156,26
115682-116499,116098,0.013,0.015,25
115732-116549,116149,0.013,0.015,25
115782-116599,116199,0.0125,0.0144,24
115832-116649,116249,0.01375,0.0156,26
115891-116699,116299,0.01375,0.0156,26
115943-116749,116349,0.01275,0.0144,24
115997-116799,116399,0.00725,0.0084,14
116047-116849,116449,0.00675,0.0078,13
116099-116899,116499,0.00675,0.0078,13
116150-116949,116549,0.00625,0.0072,12
116200-116999,116599,0.00575,0.0066,11
116250-117049,116649,0.00625,0.0072,12
116300-117099,116699,0.00575,0.0066,11
116350-117149,116749,0.00525,0.006,10
116400-117199,116799,0.00425,0.0048,8
116450-117249,116849,0.00513,0.0054,9
116500-117299,116899,0.00513,0.0054,9
116550-117349,116949,0.00513,0.0054,9
116600-117399,116999,0.00513,0.0054,9
116650-117449,117049,0.00488,0.0054,9
116700-117499,117099,0.00488,0.0054,9
116750-117549,117149,0.00488,0.0054,9
116800-117599,117199,0.00588,0.0066,11
116850-117649,117249,0.00588,0.0066,11
116900-117699,117299,0.01038,0.012,20
116950-117751,117349,0.01038,0.012,20
117000-117801,117399,0.01138,0.0132,22
117050-117851,117449,0.01038,0.012,20
117100-117901,117499,0.01038,0.012,20
117150-117951,117549,0.01038,0.012,20
117200-118001,117599,0.01038,0.012,20
117250-118051,117649,0.0105,0.0126,21
117300-118101,117699,0.01,0.012,20
117350-118151,117751,0.01,0.012,20
117400-118201,117801,0.011,0.0132,22
117450-118251,117851,0.0105,0.0126,21
117500-118301,117901,0.0105,0.0126,21
117550-118351,117951,0.012,0.0144,24
117600-118401,118001,0.012,0.0144,24
117650-118451,118051,0.0115,0.0138,23
117700-118501,118101,0.0065,0.0078,13
117752-118551,118151,0.0065,0.0078,13
117802-118601,118201,0.006,0.0072,12
117852-118662,118251,0.0065,0.0078,13
117902-118712,118301,0.0065,0.0078,13
117952-118766,118351,0.0075,0.009,15
118002-118816,118401,0.0095,0.0114,19
118052-118866,118451,0.0085,0.0102,17
118102-118916,118501,0.0085,0.0102,17
118152-118966,118551,0.0085,0.0102,17
118202-119016,118601,0.008,0.0096,16
118252-119066,118662,0.0075,0.009,15
118302-119116,118712,0.0075,0.009,15
118352-119166,118766,0.006,0.0072,12
118402-119216,118816,0.0055,0.0066,11
118452-119266,118866,0.0055,0.0066,11
118502-119316,118916,0.0055,0.0066,11
118552-119366,118966,0.0065,0.0078,13
118602-119416,119016,0.0085,0.0102,17
118663-119466,119066,0.0085,0.0102,17
118713-119516,119116,0.009,0.0108,18
118767-119566,119166,0.0105,0.0126,21
118817-119616,119216,0.01225,0.0144,24
118867-119667,119266,0.01275,0.015,25
118917-119717,119316,0.01275,0.015,25
118967-119767,119366,0.01275,0.015,25
119017-119817,119416,0.01225,0.0144,24
119067-119867,119466,0.01225,0.0144,24
119117-119917,119516,0.01225,0.0144,24
119167-119967,119566,0.01225,0.0144,24
119217-120017,119616,0.01175,0.0138,23
119267-120067,119667,0.01175,0.0138,23
119317-120117,119717,0.01175,0.0138,23
119367-120167,119767,0.01125,0.0132,22
119417-120217,119817,0.00875,0.0102,17
119467-120267,119867,0.00825,0.0096,16
119517-120317,119917,0.00725,0.0084,14
119567-120367,119967,0.00475,0.0054,9
119617-120417,120017,0.0015,0.0018,3
119668-120467,120067,0.0015,0.0018,3
119718-120517,120117,0.002,0.0024,4
119768-120567,120167,0.002,0.0024,4
119818-120617,120217,0.002,0.0024,4
119868-120667,120267,0.002,0.0024,4
119918-120717,120317,0.002,0.0024,4
119968-120767,120367,0.0025,0.003,5
120018-120817,120417,0.0025,0.003,5
120068-120867,120467,0.0025,0.003,5
120118-120917,120517,0.003,0.0036,6
120168-120967,120567,0.003,0.0036,6
120218-121017,120617,0.003,0.0036,6
120268-121067,120667,0.0035,0.0042,7
120318-121119,120717,0.006,0.006,10
120368-121169,120767,0.0075,0.0078,13
120418-121219,120817,0.0085,0.009,15
120468-121269,120867,0.0095,0.0102,17
120518-121319,120917,0.009,0.0096,16
120568-121369,120967,0.01,0.0108,18
120618-121419,121017,0.01,0.0108,18
120668-121469,121067,0.01,0.0108,18
120718-121519,121119,0.011,0.012,20
120768-121569,121169,0.0105,0.0114,19
120818-121623,121219,0.011,0.012,20
120868-121673,121269,0.012,0.0132,22
120918-121723,121319,0.0125,0.0138,23
120968-121773,121369,0.012,0.0132,22
121018-121825,121419,0.013,0.0144,24
121068-121875,121469,0.0125,0.0138,23
121120-121925,121519,0.01,0.012,20
121170-121975,121569,0.0085,0.0102,17
121220-122025,121623,0.008,0.0096,16
121270-122075,121673,0.0065,0.0078,13
121320-122125,121723,0.0065,0.0078,13
121370-122175,121773,0.006,0.0072,12
121420-122225,121825,0.006,0.0072,12
121470-122275,121875,0.006,0.0072,12
121520-122325,121925,0.005,0.006,10
121570-122375,121975,0.005,0.006,10
121624-122425,122025,0.005,0.006,10
121674-122475,122075,0.004,0.0048,8
121724-122525,122125,0.003,0.0036,6
121774-122575,122175,0.003,0.0036,6
121826-122625,122225,0.0025,0.003,5
121876-122675,122275,0.0025,0.003,5
121926-122725,122325,0.003,0.0036,6
121976-122775,122375,0.003,0.0036,6
122026-122825,122425,0.0025,0.003,5
122076-122875,122475,0.0025,0.003,5
122126-122925,122525,0.0025,0.003,5
122176-122975,122575,0.002,0.0024,4
122226-123025,122625,0.0025,0.003,5
122276-123075,122675,0.0025,0.003,5
122326-123125,122725,0.004,0.0048,8
122376-123175,122775,0.004,0.0048,8
122426-123225,122825,0.0035,0.0042,7
122476-123275,122875,0.0035,0.0042,7
122526-123325,122925,0.004,0.0048,8
122576-123375,122975,0.004,0.0048,8
122626-123425,123025,0.004,0.0048,8
122676-123475,123075,0.004,0.0048,8
122726-123525,123125,0.0035,0.0042,7
122776-123575,123175,0.0035,0.0042,7
122826-123625,123225,0.003,0.0036,6
122876-123675,123275,0.003,0.0036,6
122926-123725,123325,0.0045,0.0054,9
122976-123775,123375,0.005,0.006,10
123026-123825,123425,0.005,0.006,10
123076-123875,123475,0.0055,0.0066,11
123126-123925,123525,0.00525,0.006,10
123176-123975,123575,0.00525,0.006,10
123226-124028,123625,0.00575,0.0066,11
123276-124084,123675,0.00625,0.0072,12
123326-124138,123725,0.00675,0.0078,13
123376-124189,123775,0.00875,0.0102,17
123426-124240,123825,0.00875,0.0102,17
123476-124301,123875,0.00875,0.0102,17
123526-124357,123925,0.0115,0.0126,21
123576-124407,123975,0.0125,0.0138,23
123626-124457,124028,0.0125,0.0138,23
123676-124507,124084,0.0125,0.0138,23
123726-124557,124138,0.0125,0.0138,23
123776-124607,124189,0.013,0.0144,24
123826-124657,124240,0.0135,0.015,25
123876-124707,124301,0.0135,0.015,25
123926-124757,124357,0.01375,0.0156,26
123976-124807,124407,0.01375,0.0156,26
124029-124857,124457,0.01375,0.0156,26
124085-124907,124507,0.01613,0.018,30
124139-124957,124557,0.01638,0.018,30
124190-125007,124607,0.01588,0.0174,29
124241-125057,124657,0.01588,0.0174,29
124302-125107,124707,0.01888,0.021,35
124358-125157,124757,0.01713,0.0198,33
124408-125207,124807,0.01838,0.021,35
124458-125257,124857,0.02038,0.0234,39
124508-125313,124907,0.02188,0.0252,42
124558-125363,124957,0.02213,0.0252,42
124608-125413,125007,0.02263,0.0258,43
124658-125463,125057,0.02413,0.0276,46
124708-125513,125107,0.02463,0.0282,47
124758-125563,125157,0.02588,0.0294,49
124808-125613,125207,0.02838,0.0324,54
124858-125663,125257,0.03013,0.0342,57
124908-125713,125313,0.02925,0.0336,56
124958-125763,125363,0.02925,0.0336,56
125008-125819,125413,0.02825,0.0324,54
125058-125875,125463,0.02975,0.0342,57
125108-125925,125513,0.02825,0.0324,54
125158-125975,125563,0.02825,0.0324,54
125208-126025,125613,0.027,0.0312,52
125258-126075,125663,0.025,0.0288,48
125314-126125,125713,0.025,0.0288,48
125364-126175,125763,0.02425,0.0282,47
125414-126225,125819,0.02325,0.027,45
125464-126284,125875,0.02125,0.0246,41
125514-126334,125925,0.02125,0.0246,41
125564-126384,125975,0.019,0.0222,37
125614-126434,126025,0.018,0.021,35
125664-126484,126075,0.017,0.0198,33
125714-126534,126125,0.015,0.0174,29
125764-126584,126175,0.01475,0.0174,29
125820-126634,126225,0.01525,0.018,30
125876-126684,126284,0.01375,0.0162,27
125926-126734,126334,0.01425,0.0168,28
125976-126796,126384,0.01325,0.0156,26
126026-126846,126434,0.014,0.0162,27
126076-126896,126484,0.0155,0.018,30
126126-126946,126534,0.01575,0.018,30
126176-126996,126584,0.01525,0.0174,29
126226-127046,126634,0.01575,0.018,30
126285-127096,126684,0.0175,0.0198,33
126335-127146,126734,0.017,0.0192,32
126385-127196,126796,0.0175,0.0198,33
126435-127246,126846,0.017,0.0192,32
126485-127296,126896,0.01675,0.0192,32
126535-127346,126946,0.01775,0.0204,34
126585-127396,126996,0.01825,0.021,35
126635-127446,127046,0.01825,0.021,35
126685-127540,127096,0.019,0.0216,36
126735-127590,127146,0.019,0.0216,36
126797-127640,127196,0.0205,0.0234,39
126847-127690,127246,0.01975,0.0228,38
126897-127740,127296,0.01975,0.0228,38
126947-127790,127346,0.02075,0.024,40
126997-127852,127396,0.02438,0.0276,46
127047-127902,127446,0.02438,0.0276,46
127097-127952,127540,0.02313,0.0264,44
127147-128002,127590,0.02488,0.0282,47
127197-128052,127640,0.02688,0.0306,51
127247-128102,127690,0.02788,0.0318,53
127297-128152,127740,0.02888,0.033,55
127347-128202,127790,0.02788,0.0318,53
127397-128252,127852,0.02738,0.0312,52
127447-128302,127902,0.02813,0.0318,53
127541-128352,127952,0.02788,0.0318,53
127591-128402,128002,0.02788,0.0318,53
127641-128452,128052,0.02888,0.033,55
127691-128502,128102,0.03113,0.0354,59
127741-128552,128152,0.03013,0.0342,57
127791-128602,128202,0.02838,0.0324,54
127853-128652,128252,0.02563,0.0294,49
127903-128702,128302,0.02563,0.0294,49
127953-128752,128352,0.02763,0.0318,53
128003-128802,128402,0.02588,0.03,50
128053-128852,128452,0.02338,0.027,45
128103-128902,128502,0.02188,0.0252,42
128153-128973,128552,0.01988,0.0228,38
128203-129044,128602,0.01988,0.0228,38
128253-129094,128652,0.01888,0.0216,36
128303-129144,128702,0.01713,0.0198,33
128353-129194,128752,0.01613,0.0186,31
128403-129244,128802,0.01413,0.0162,27
128453-129294,128852,0.01163,0.0132,22
128503-129344,128902,0.00887,0.0102,17
128553-129394,128973,0.00838,0.0096,16
128603-129444,129044,0.00738,0.0084,14
128653-129494,129094,0.006,0.0072,12
128703-129544,129144,0.005,0.006,10
128753-129594,129194,0.002,0.0024,4
128803-129644,129244,0.0015,0.0018,3
128853-129694,129294,0.001,0.0012,2
128903-129744,129344,0.0005,0.0006,1
128974-129795,129394,0.0005,0.0006,1
129045-129845,129444,0.0005,0.0006,1
129095-129895,129494,0.0005,0.0006,1
129145-129945,129544,0.0005,0.0006,1
129195-129995,129594,0.0005,0.0006,1
129245-130045,129644,0.0005,0.0006,1
129295-130095,129694,0.0005,0.0006,1
129345-130145,129744,0,0,0
129395-130195,129795,0,0,0
129445-130245,129845,0,0,0
129495-130295,129895,0,0,0
129545-130345,129945,0,0,0
129595-130395,129995,0,0,0
129645-130445,130045,0.0015,0.0018,3
129695-130495,130095,0.0015,0.0018,3
129745-130545,130145,0.0015,0.0018,3
129796-130595,130195,0.0015,0.0018,3
129846-130645,130245,0.0015,0.0018,3
129896-130695,130295,0.0015,0.0018,3
129946-130745,130345,0.0015,0.0018,3
129996-130795,130395,0.0015,0.0018,3
130046-130845,130445,0.0015,0.0018,3
130096-130895,130495,0.0015,0.0018,3
130146-130945,130545,0.0015,0.0018,3
130196-130995,130595,0.0015,0.0018,3
130246-131045,130645,0.0015,0.0018,3
130296-131095,130695,0.0015,0.0018,3
130346-131145,130745,0.0015,0.0018,3
130396-131195,130795,0.0015,0.0018,3
130446-131245,130845,0,0,0
130496-131295,130895,0.0005,0.0006,1
130546-131345,130945,0.001,0.0012,2
130596-131395,130995,0.001,0.0012,2
130646-131445,131045,0.001,0.0012,2
130696-131495,131095,0.001,0.0012,2
130746-131545,131145,0.001,0.0012,2
130796-131595,131195,0.001,0.0012,2
130846-131645,131245,0.001,0.0012,2
130896-131695,131295,0.001,0.0012,2
130946-131745,131345,0.001,0.0012,2
130996-131795,131395,0.001,0.0012,2
131046-131845,131445,0.001,0.0012,2
131096-131895,131495,0.001,0.0012,2
131146-131945,131545,0.001,0.0012,2
131196-131995,131595,0.001,0.0012,2
131246-132045,131645,0.001,0.0012,2
131296-132095,131695,0.0005,0.0006,1
131346-132145,131745,0,0,0
131396-132195,131795,0,0,0
131446-132245,131845,0,0,0
131496-132295,131895,0,0,0
131546-132345,131945,0,0,0
131596-132395,131995,0,0,0
131646-132445,132045,0,0,0
131696-132495,132095,0,0,0
131746-132545,132145,0,0,0
131796-132595,132195,0,0,0
131846-132645,132245,0,0,0
131896-132695,132295,0,0,0
131946-132745,132345,0,0,0
131996-132795,132395,0,0,0
132046-132845,132445,0,0,0
132096-132895,132495,0,0,0
132146-132945,132545,0,0,0
132196-132995,132595,0.0005,0.0006,1
132246-133045,132645,0.0005,0.0006,1
132296-133095,132695,0.0005,0.0006,1
132346-133145,132745,0.0005,0.0006,1
132396-133195,132795,0.0015,0.0018,3
132446-133245,132845,0.0015,0.0018,3
132496-133295,132895,0.0015,0.0018,3
132546-133345,132945,0.0015,0.0018,3
132596-133395,132995,0.0015,0.0018,3
132646-133445,133045,0.0015,0.0018,3
132696-133495,133095,0.0015,0.0018,3
132746-133545,133145,0.0015,0.0018,3
132796-133595,133195,0.0015,0.0018,3
132846-133645,133245,0.0015,0.0018,3
132896-133695,133295,0.0015,0.0018,3
132946-133745,133345,0.0015,0.0018,3
132996-133795,133395,0.001,0.0012,2
133046-133845,133445,0.001,0.0012,2
133096-133895,133495,0.001,0.0012,2
133146-133945,133545,0.001,0.0012,2
133196-133995,133595,0,0,0
133246-134045,133645,0,0,0
133296-134095,133695,0,0,0
133346-134145,133745,0,0,0
133396-134195,133795,0,0,0
133446-134245,133845,0,0,0
133496-134295,133895,0,0,0
133546-134345,133945,0,0,0
133596-134395,133995,0,0,0
133646-134445,134045,0,0,0
133696-134495,134095,0,0,0
133746-134545,134145,0.0005,0.0006,1
133796-134595,134195,0.0005,0.0006,1
133846-134645,134245,0.0005,0.0006,1
133896-134695,134295,0.0005,0.0006,1
133946-134745,134345,0.0005,0.0006,1
133996-134795,134395,0.0005,0.0006,1
134046-134845,134445,0.0005,0.0006,1
134096-134898,134495,0.0005,0.0006,1
134146-134948,134545,0.0005,0.0006,1
134196-134998,134595,0.0005,0.0006,1
134246-135048,134645,0.0005,0.0006,1
134296-135098,134695,0.0005,0.0006,1
134346-135148,134745,0.0005,0.0006,1
134396-135198,134795,0.0005,0.0006,1
134446-135248,134845,0.0005,0.0006,1
134496-135298,134898,0.0005,0.0006,1
134546-135348,134948,0,0,0
134596-135398,134998,0,0,0
134646-135448,135048,0,0,0
134696-135498,135098,0,0,0
134746-135548,135148,0,0,0
134796-135598,135198,0,0,0
134846-135648,135248,0,0,0
134899-135698,135298,0,0,0
134949-135748,135348,0.0005,0.0006,1
134999-135798,135398,0.0005,0.0006,1
135049-135848,135448,0.0005,0.0006,1
135099-135898,135498,0.0005,0.0006,1
135149-135948,135548,0.0005,0.0006,1
135199-135998,135598,0.0005,0.0006,1
135249-136048,135648,0.0005,0.0006,1
135299-136099,135698,0.0005,0.0006,1
135349-136149,135748,0.0005,0.0006,1
135399-136199,135798,0.0005,0.0006,1
135449-136249,135848,0.0005,0.0006,1
135499-136299,135898,0.0005,0.0006,1
135549-136349,135948,0.0005,0.0006,1
135599-136399,135998,0.0005,0.0006,1
135649-136449,136048,0.0005,0.0006,1
135699-136499,136099,0.001,0.0012,2
135749-136549,136149,0.0005,0.0006,1
135799-136599,136199,0.001,0.0012,2
135849-136649,136249,0.0015,0.0018,3
135899-136699,136299,0.0015,0.0018,3
135949-136749,136349,0.0015,0.0018,3
135999-136799,136399,0.0015,0.0018,3
136049-136849,136449,0.0015,0.0018,3
136100-136899,136499,0.0015,0.0018,3
136150-136949,136549,0.0015,0.0018,3
136200-136999,136599,0.0015,0.0018,3
136250-137049,136649,0.0015,0.0018,3
136300-137099,136699,0.0015,0.0018,3
136350-137149,136749,0.0015,0.0018,3
136400-137199,136799,0.0015,0.0018,3
136450-137249,136849,0.0015,0.0018,3
136500-137299,136899,0.001,0.0012,2
136550-137349,136949,0.001,0.0012,2
136600-137399,136999,0.0005,0.0006,1
136650-137449,137049,0,0,0
136700-137499,137099,0,0,0
136750-137549,137149,0,0,0
136800-137599,137199,0,0,0
136850-137649,137249,0,0,0
136900-137699,137299,0,0,0
136950-137749,137349,0,0,0
137000-137799,137399,0,0,0
137050-137849,137449,0,0,0
137100-137899,137499,0,0,0
137150-137949,137549,0,0,0
137200-137999,137599,0,0,0
137250-138049,137649,0,0,0
137300-138099,137699,0,0,0
137350-138149,137749,0,0,0
137400-138199,137799,0,0,0
137450-138249,137849,0,0,0
137500-138299,137899,0,0,0
137550-138349,137949,0,0,0
137600-138399,137999,0,0,0
137650-138449,138049,0,0,0
137700-138499,138099,0,0,0
137750-138549,138149,0,0,0
137800-138599,138199,0,0,0
137850-138649,138249,0,0,0
137900-138699,138299,0,0,0
137950-138749,138349,0,0,0
138000-138799,138399,0,0,0
138050-138849,138449,0,0,0
138100-138899,138499,0,0,0
138150-138949,138549,0,0,0
138200-138999,138599,0,0,0
138250-139049,138649,0,0,0
138300-139099,138699,0,0,0
138350-139149,138749,0,0,0
138400-139199,138799,0,0,0
138450-139249,138849,0,0,0
138500-139299,138899,0.0005,0.0006,1
138550-139349,138949,0.0005,0.0006,1
138600-139399,138999,0.0005,0.0006,1
138650-139449,139049,0.0005,0.0006,1
138700-139499,139099,0.0005,0.0006,1
138750-139549,139149,0.0005,0.0006,1
138800-139599,139199,0.0005,0.0006,1
138850-139649,139249,0.0005,0.0006,1
138900-139699,139299,0.0005,0.0006,1
138950-139749,139349,0.001,0.0012,2
139000-139799,139399,0.0015,0.0018,3
139050-139850,139449,0.0015,0.0018,3
139100-139906,139499,0.0015,0.0018,3
139150-139956,139549,0.0015,0.0018,3
139200-140006,139599,0.0015,0.0018,3
139250-140056,139649,0.0015,0.0018,3
139300-140106,139699,0.001,0.0012,2
139350-140156,139749,0.001,0.0012,2
139400-140206,139799,0.001,0.0012,2
139450-140256,139850,0.001,0.0012,2
139500-140306,139906,0.001,0.0012,2
139550-140356,139956,0.001,0.0012,2
139600-140406,140006,0.001,0.0012,2
139650-140456,140056,0.001,0.0012,2
139700-140506,140106,0.001,0.0012,2
139750-140556,140156,0.0005,0.0006,1
139800-140606,140206,0,0,0
139851-140656,140256,0,0,0
139907-140706,140306,0,0,0
139957-140756,140356,0,0,0
140007-140806,140406,0,0,0
140057-140856,140456,0,0,0
140107-140906,140506,0,0,0
140157-140956,140556,0,0,0
140207-141006,140606,0,0,0
140257-141056,140656,0,0,0
140307-141106,140706,0.0005,0.0006,1
140357-141156,140756,0.0005,0.0006,1
140407-141206,140806,0.0005,0.0006,1
140457-141256,140856,0.0005,0.0006,1
140507-141306,140906,0.0005,0.0006,1
140557-141356,140956,0.0005,0.0006,1
140607-141406,141006,0.0005,0.0006,1
140657-141456,141056,0.0005,0.0006,1
140707-141506,141106,0.0005,0.0006,1
140757-141556,141156,0.0005,0.0006,1
140807-141606,141206,0.0005,0.0006,1
