Window,Midpoint,Pi,Theta,S
102612-103411,103011,0.00083,0.00138,3
102662-103461,103061,0.00083,0.00138,3
102712-103512,103111,0.00083,0.00138,3
102762-103562,103161,0.00083,0.00138,3
102812-103612,103211,0.00083,0.00138,3
102862-103662,103261,0.00083,0.00138,3
102912-103712,103311,0.00083,0.00138,3
102962-103762,103361,0.00056,0.00092,2
103012-103812,103411,0.00028,0.00046,1
103062-103862,103461,0.0009,0.00092,2
103112-103912,103512,0.00063,0.00046,1
103162-103962,103562,0.00063,0.00046,1
103212-104012,103612,0.00063,0.00046,1
103262-104062,103662,0.00063,0.00046,1
103312-104112,103712,0.00063,0.00046,1
103362-104162,103762,0.00063,0.00046,1
103412-104212,103812,0.00063,0.00046,1
103462-104262,103862,0.00063,0.00046,1
103513-104312,103912,0.00063,0.00046,1
103563-104362,103962,0.00063,0.00046,1
103613-104412,104012,0.00063,0.00046,1
103663-104462,104062,0.00063,0.00046,1
103713-104512,104112,0.00063,0.00046,1
103763-104562,104162,0.00063,0.00046,1
103813-104612,104212,0.00063,0.00046,1
103863-104662,104262,0,0,0
103913-104715,104312,0,0,0
103963-104765,104362,0,0,0
104013-104815,104412,0,0,0
104063-104865,104462,0,0,0
104113-104915,104512,0,0,0
104163-104965,104562,0,0,0
104213-105015,104612,0,0,0
104263-105065,104662,0.00028,0.00046,1
104313-105115,104715,0.00028,0.00046,1
104363-105165,104765,0.00028,0.00046,1
104413-105215,104815,0.00028,0.00046,1
104463-105265,104865,0.00028,0.00046,1
104513-105315,104915,0.00028,0.00046,1
104563-105365,104965,0.00028,0.00046,1
104613-105415,105015,0.00028,0.00046,1
104663-105465,105065,0.00028,0.00046,1
104716-105515,105115,0.00028,0.00046,1
104766-105565,105165,0.00028,0.00046,1
104816-105615,105215,0.00028,0.00046,1
104866-105665,105265,0.00028,0.00046,1
104916-105715,105315,0.00028,0.00046,1
104966-105765,105365,0.00028,0.00046,1
105016-105815,105415,0.00028,0.00046,1
105066-105865,105465,0,0,0
105116-105915,105515,0,0,0
105166-105965,105565,0,0,0
105216-106015,105615,0,0,0
105266-106065,105665,0,0,0
105316-106115,105715,0,0,0
105366-106165,105765,0,0,0
105416-106215,105815,0,0,0
105466-106265,105865,0,0,0
105516-106315,105915,0,0,0
105566-106365,105965,0,0,0
105616-106415,106015,0.00056,0.00092,2
105666-106465,106065,0.00056,0.00092,2
105716-106515,106115,0.00056,0.00092,2
105766-106565,106165,0.00056,0.00092,2
105816-106615,106215,0.00083,0.00138,3
105866-106665,106265,0.00083,0.00138,3
105916-106715,106315,0.00083,0.00138,3
105966-106765,106365,0.00083,0.00138,3
106016-106815,106415,0.00083,0.00138,3
106066-106865,106465,0.00083,0.00138,3
106116-106915,106515,0.00083,0.00138,3
106166-106965,106565,0.00083,0.00138,3
106216-107015,106615,0.00083,0.00138,3
106266-107065,106665,0.00083,0.00138,3
106316-107115,106715,0.00083,0.00138,3
106366-107165,106765,0.00083,0.00138,3
106416-107215,106815,0.00028,0.00046,1
106466-107265,106865,0.00028,0.00046,1
106516-107315,106915,0.00028,0.00046,1
106566-107365,106965,0.00028,0.00046,1
106616-107415,107015,0,0,0
106666-107465,107065,0,0,0
106716-107515,107115,0,0,0
106766-107565,107165,0,0,0
106816-107615,107215,0,0,0
106866-107665,107265,0,0,0
106916-107715,107315,0,0,0
106966-107765,107365,0,0,0
107016-107815,107415,0,0,0
107066-107865,107465,0,0,0
107116-107915,107515,0,0,0
107166-107965,107565,0,0,0
107216-108015,107615,0,0,0
107266-108065,107665,0,0,0
107316-108115,107715,0,0,0
107366-108165,107765,0,0,0
107416-108215,107815,0,0,0
107466-108265,107865,0,0,0
107516-108315,107915,0.00056,0.00092,2
107566-108365,107965,0.00056,0.00092,2
107616-108415,108015,0.00056,0.00092,2
107666-108465,108065,0.00056,0.00092,2
107716-108515,108115,0.00056,0.00092,2
107766-108565,108165,0.00083,0.00138,3
107816-108615,108215,0.00083,0.00138,3
107866-108665,108265,0.00083,0.00138,3
107916-108715,108315,0.00083,0.00138,3
107966-108765,108365,0.00083,0.00138,3
108016-108815,108415,0.00083,0.00138,3
108066-108865,108465,0.00083,0.00138,3
108116-108915,108515,0.00083,0.00138,3
108166-108965,108565,0.00083,0.00138,3
108216-109015,108615,0.00111,0.00184,4
108266-109065,108665,0.00111,0.00184,4
108316-109115,108715,0.00056,0.00092,2
108366-109165,108765,0.00056,0.00092,2
108416-109215,108815,0.00139,0.0023,5
108466-109265,108865,0.00139,0.0023,5
108516-109315,108915,0.00139,0.0023,5
108566-109365,108965,0.00111,0.00184,4
108616-109415,109015,0.00111,0.00184,4
108666-109465,109065,0.00111,0.00184,4
108716-109515,109115,0.00111,0.00184,4
108766-109565,109165,0.00111,0.00184,4
108816-109615,109215,0.00111,0.00184,4
108866-109665,109265,0.00111,0.00184,4
108916-109715,109315,0.00111,0.00184,4
108966-109765,109365,0.00111,0.00184,4
109016-109816,109415,0.00083,0.00138,3
109066-109866,109465,0.00083,0.00138,3
109116-109916,109515,0.00083,0.00138,3
109166-109966,109565,0.00083,0.00138,3
109216-110016,109615,0,0,0
109266-110066,109665,0,0,0
109316-110116,109715,0,0,0
109366-110166,109765,0,0,0
109416-110216,109816,0,0,0
109466-110266,109866,0.00049,0.00046,1
109516-110316,109916,0.00049,0.00046,1
109566-110366,109966,0.00049,0.00046,1
109616-110416,110016,0.00049,0.00046,1
109666-110466,110066,0.00049,0.00046,1
109716-110516,110116,0.00049,0.00046,1
109766-110566,110166,0.00076,0.00092,2
109817-110637,110216,0.00076,0.00092,2
109867-110687,110266,0.00104,0.00138,3
109917-110737,110316,0.00153,0.00184,4
109967-110787,110366,0.00181,0.0023,5
110017-110844,110416,0.0091,0.00828,18
110067-110933,110466,0.02274,0.02116,46
110117-110996,110516,0.03503,0.03265,71
110167-111050,110566,0.0499,0.04691,102
110217-111101,110637,0.06267,0.05887,128
110267-111156,110687,0.0751,0.07083,154
110317-111214,110737,0.08538,0.08095,176
110367-111268,110787,0.0976,0.09198,200
110417-111353,110844,0.10656,0.10026,218
110467-111440,110933,0.11802,0.1113,242
110517-111498,110996,0.13066,0.12326,268
110567-111594,111050,0.13844,0.13062,284
110638-111670,111101,0.14719,0.13936,303
110688-111738,111156,0.15931,0.15039,327
110738-111804,111214,0.17174,0.16143,351
110788-111864,111268,0.18507,0.17385,378
110845-111944,111353,0.18924,0.17891,389
110934-112043,111440,0.18729,0.17707,385
110997-112113,111498,0.18542,0.17569,382
111051-112192,111594,0.18076,0.17109,372
111102-112262,111670,0.1775,0.16833,366
111157-112312,111738,0.17868,0.16925,368
111215-112388,111804,0.17833,0.16833,366
111269-112469,111864,0.1766,0.16741,364
111354-112563,111944,0.17972,0.17063,371
111441-112624,112043,0.17792,0.16833,366
111499-112710,112113,0.1759,0.16603,361
111595-112776,112192,0.17806,0.16787,365
111671-112858,112262,0.1816,0.17063,371
111739-112919,112312,0.18184,0.17109,372
111805-112982,112388,0.1801,0.17017,370
111879-113096,112469,0.17691,0.16695,363
111945-113171,112563,0.1776,0.16741,364
112044-113223,112624,0.17823,0.16787,365
112114-113288,112710,0.18024,0.16971,369
112193-113362,112776,0.18073,0.17017,370
112263-113427,112858,0.1826,0.17155,373
112313-113506,112919,0.17774,0.16695,363
112389-113573,112982,0.17823,0.16787,365
112477-113672,113096,0.17694,0.16649,362
112564-113731,113171,0.17722,0.16557,360
112625-113813,113223,0.17753,0.16557,360
112711-113885,113288,0.17708,0.16557,360
112777-113971,113362,0.17733,0.16511,359
112859-114038,113427,0.17691,0.16511,359
112920-114099,113506,0.17608,0.16419,357
112983-114166,113573,0.1783,0.16603,361
113097-114220,113672,0.18302,0.17063,371
113172-114316,113731,0.18247,0.17017,370
113224-114405,113813,0.17792,0.16603,361
113289-114483,113885,0.17639,0.16419,357
113363-114533,113971,0.17792,0.16603,361
113428-114606,114038,0.17309,0.16143,351
113507-114701,114099,0.17837,0.16603,361
113574-114759,114166,0.1824,0.16925,368
113673-114828,114220,0.18312,0.16971,369
113732-114911,114316,0.17948,0.16741,364
113814-114988,114405,0.18538,0.17339,377
113886-115048,114483,0.18549,0.17293,376
113972-115109,114533,0.1849,0.17293,376
114050-115172,114606,0.18719,0.17431,379
114100-115230,114701,0.18733,0.17477,380
114167-115311,114759,0.18413,0.17201,374
114221-115362,114828,0.18264,0.17063,371
114317-115418,114911,0.18625,0.17385,378
114406-115502,114988,0.18847,0.17615,383
114484-115567,115048,0.18826,0.17615,383
114534-115625,115109,0.18667,0.17431,379
114607-115705,115172,0.19052,0.17799,387
114702-115800,115230,0.18552,0.17385,378
114760-115891,115311,0.18365,0.17201,374
114829-115969,115362,0.18753,0.17569,382
114912-116024,115418,0.18979,0.17753,386
114989-116085,115502,0.18674,0.17477,380
115049-116148,115567,0.19021,0.17845,388
115110-116213,115625,0.19056,0.17891,389
115173-116278,115705,0.18854,0.17753,386
115231-116349,115800,0.18979,0.17891,389
115312-116419,115891,0.19076,0.17983,391
115363-116478,115969,0.18663,0.17615,383
115419-116571,116024,0.18358,0.17339,377
115503-116629,116085,0.18531,0.17523,381
115568-116708,116148,0.18681,0.17615,383
115626-116796,116213,0.18785,0.17707,385
115706-116853,116278,0.19028,0.17937,390
115801-116951,116349,0.18951,0.17845,388
115892-117029,116419,0.18993,0.17891,389
115970-117089,116478,0.18854,0.17799,387
116025-117146,116571,0.19278,0.18213,396
116086-117196,116629,0.19385,0.18351,399
116160-117251,116708,0.19045,0.18029,392
116214-117318,116796,0.1917,0.18167,395
116300-117377,116853,0.19122,0.18121,394
116350-117437,116951,0.19233,0.18167,395
116420-117505,117029,0.19378,0.18305,398
116479-117560,117089,0.1967,0.18581,404
116573-117618,117146,0.19795,0.18719,407
116630-117684,117196,0.19816,0.18719,407
116709-117757,117251,0.19667,0.18627,405
116797-117814,117318,0.19472,0.18443,401
116854-117886,117377,0.19618,0.18581,404
116952-117952,117437,0.19569,0.18535,403
117030-118033,117505,0.19681,0.18673,406
117090-118083,117560,0.19729,0.18719,407
117147-118154,117618,0.19326,0.18351,399
117197-118211,117684,0.19104,0.18121,394
117252-118277,117757,0.19139,0.18167,395
117319-118355,117814,0.19174,0.18167,395
117378-118433,117886,0.19076,0.18075,393
117438-118490,117952,0.19104,0.18121,394
117506-118580,118033,0.18882,0.17891,389
117561-118659,118083,0.1916,0.18029,392
117619-118723,118154,0.19111,0.17983,391
117685-118776,118211,0.19479,0.18351,399
117758-118857,118277,0.19431,0.18305,398
117815-118908,118355,0.19819,0.18673,406
117887-118965,118433,0.19556,0.18443,401
117953-119053,118490,0.19701,0.18581,404
118034-119118,118580,0.19069,0.17983,391
118084-119202,118659,0.1884,0.17753,386
118155-119272,118723,0.18694,0.17615,383
118212-119327,118776,0.18917,0.17845,388
118278-119388,118857,0.18993,0.17937,390
118369-119462,118908,0.18958,0.17937,390
118434-119541,118965,0.19056,0.18029,392
118491-119618,119053,0.18701,0.17753,386
118581-119698,119118,0.18701,0.17753,386
118660-119787,119202,0.17958,0.17155,373
118724-119856,119272,0.17757,0.16971,369
118777-119945,119327,0.1724,0.16465,358
118858-120021,119388,0.1724,0.16465,358
118909-120077,119462,0.16997,0.16235,353
118966-120154,119541,0.16878,0.16143,351
119054-120210,119618,0.1717,0.16419,357
119119-120287,119698,0.17413,0.16649,362
119203-120369,119787,0.17774,0.16971,369
119273-120471,119856,0.17753,0.16971,369
119328-120553,119945,0.17608,0.16741,364
119389-120604,120021,0.17872,0.16971,369
119463-120670,120077,0.17892,0.16971,369
119542-120734,120154,0.17955,0.17017,370
119619-120792,120210,0.18101,0.17063,371
119699-120851,120287,0.18566,0.17523,381
119788-120915,120369,0.18955,0.17891,389
119857-120967,120471,0.19274,0.18167,395
119946-121048,120553,0.19347,0.18213,396
120022-121112,120604,0.19472,0.18351,399
120078-121181,120670,0.19667,0.18535,403
120155-121253,120734,0.19444,0.18305,398
120211-121304,120792,0.19347,0.18213,396
120288-121394,120851,0.19347,0.18213,396
120370-121449,120915,0.19285,0.18167,395
120472-121501,120967,0.19646,0.18489,402
120554-121573,121048,0.19569,0.18489,402
120605-121623,121112,0.19764,0.18673,406
120671-121682,121181,0.19649,0.18581,404
120735-121745,121253,0.19615,0.18581,404
120793-121811,121304,0.19483,0.18489,402
120852-121862,121394,0.19267,0.18305,398
120916-121944,121449,0.19247,0.18305,398
120968-122046,121501,0.18809,0.17891,389
121049-122133,121573,0.18906,0.17983,391
121113-122205,121623,0.18927,0.17983,391
121182-122261,121682,0.18927,0.17983,391
121254-122342,121745,0.19073,0.18121,394
121305-122419,121811,0.18997,0.18029,392
121395-122470,121862,0.18997,0.18029,392
121450-122558,121944,0.18819,0.17799,387
121502-122627,122046,0.1849,0.17431,379
121574-122697,122133,0.18344,0.17293,376
121624-122767,122205,0.17837,0.16833,366
121683-122842,122261,0.17951,0.16971,369
121746-122923,122342,0.17847,0.16833,366
121812-122991,122419,0.17875,0.16879,367
121863-123052,122470,0.17632,0.16649,362
121945-123157,122558,0.17556,0.16557,360
122047-123225,122627,0.17556,0.16557,360
122134-123318,122697,0.17427,0.16419,357
122206-123398,122767,0.17017,0.16051,349
122262-123461,122842,0.16733,0.15821,344
122343-123518,122923,0.17024,0.16097,350
122420-123569,122991,0.17101,0.16189,352
122471-123650,123052,0.17274,0.16373,356
122559-123703,123157,0.17403,0.16557,360
122628-123773,123225,0.17785,0.17017,370
122698-123846,123318,0.17719,0.16971,369
122768-123936,123398,0.17594,0.16833,366
122843-124008,123461,0.17351,0.16557,360
122924-124073,123518,0.17476,0.16695,363
122992-124135,123569,0.17368,0.16557,360
123053-124201,123650,0.17389,0.16557,360
123158-124271,123703,0.17486,0.16649,362
123226-124329,123773,0.17729,0.16879,367
123319-124379,123846,0.17913,0.17109,372
123399-124468,123936,0.18497,0.17661,384
123462-124526,124008,0.18295,0.17431,379
123519-124598,124073,0.18444,0.17569,382
123570-124655,124135,0.18347,0.17477,380
123651-124728,124201,0.18125,0.17247,375
123704-124802,124271,0.18007,0.17155,373
123774-124852,124329,0.18066,0.17155,373
123847-124907,124379,0.18257,0.17339,377
123937-124985,124468,0.18674,0.17753,386
124009-125035,124526,0.1909,0.18167,395
124074-125094,124598,0.18993,0.18075,393
124136-125161,124655,0.19073,0.18167,395
124202-125216,124728,0.19073,0.18167,395
124272-125266,124802,0.19392,0.18489,402
124330-125323,124852,0.19618,0.18719,407
124380-125411,124907,0.19465,0.18535,403
124469-125461,124985,0.19437,0.18489,402
124527-125557,125035,0.19583,0.18627,405
124599-125612,125094,0.19455,0.18535,403
124656-125700,125161,0.19583,0.18673,406
124729-125752,125216,0.19993,0.19087,415
124803-125810,125266,0.19889,0.18995,413
124853-125883,125323,0.19778,0.18903,411
124908-125958,125411,0.19812,0.18903,411
124986-126026,125461,0.19521,0.18627,405
125036-126086,125557,0.19444,0.18535,403
125095-126169,125612,0.19493,0.18581,404
125162-126228,125700,0.19562,0.18627,405
125217-126289,125752,0.19472,0.18581,404
125267-126369,125810,0.19128,0.18213,396
125324-126437,125883,0.18806,0.17891,389
125412-126515,125958,0.18806,0.17891,389
125462-126606,126026,0.18771,0.17845,388
125558-126656,126086,0.19222,0.18213,396
125613-126725,126169,0.19125,0.18075,393
125701-126810,126228,0.18823,0.17753,386
125753-126865,126289,0.18608,0.17523,381
125811-126962,126369,0.1859,0.17431,379
125884-127012,126437,0.18674,0.17477,380
125959-127069,126515,0.18771,0.17569,382
126027-127151,126606,0.18986,0.17753,386
126087-127203,126656,0.19035,0.17845,388
126170-127261,126725,0.19274,0.18029,392
126229-127333,126810,0.19174,0.17937,390
126290-127390,126865,0.19365,0.18121,394
126370-127459,126962,0.195,0.18259,397
126438-127519,127012,0.19812,0.18535,403
126516-127596,127069,0.19597,0.18351,399
126607-127667,127151,0.19368,0.18075,393
126657-127717,127203,0.19326,0.18075,393
126726-127812,127261,0.19139,0.17845,388
126811-127885,127333,0.19323,0.17983,391
126866-127951,127390,0.19323,0.17983,391
126963-128027,127459,0.19201,0.17937,390
127013-128104,127519,0.19035,0.17799,387
127070-128155,127596,0.19271,0.18029,392
127152-128205,127667,0.19354,0.18075,393
127204-128274,127717,0.19431,0.18121,394
127262-128336,127812,0.19365,0.18121,394
127334-128416,127885,0.19222,0.17983,391
127391-128486,127951,0.1892,0.17661,384
127460-128601,128027,0.18913,0.17707,385
127520-128669,128104,0.18552,0.17385,378
127597-128735,128155,0.18625,0.17431,379
127668-128815,128205,0.1834,0.17155,373
127718-128869,128274,0.18021,0.16833,366
127813-128941,128336,0.1809,0.16971,369
127886-128991,128416,0.1842,0.17293,376
127952-129045,128486,0.18483,0.17339,377
128028-129119,128601,0.18705,0.17523,381
128105-129213,128669,0.18597,0.17431,379
128156-129263,128735,0.18493,0.17247,375
128206-129325,128815,0.18142,0.16971,369
128275-129380,128869,0.17944,0.16741,364
128337-129443,128941,0.17806,0.16557,360
128417-129565,128991,0.18076,0.16787,365
128487-129631,129045,0.18615,0.17247,375
128602-129691,129119,0.1858,0.17155,373
128670-129781,129213,0.18358,0.16971,369
128736-129841,129263,0.18715,0.17293,376
128816-129891,129325,0.19542,0.18121,394
128870-130007,129380,0.19556,0.18213,396
128942-130064,129443,0.19743,0.18397,400
128992-130134,129565,0.19236,0.17983,391
129046-130226,129631,0.19177,0.17891,389
129120-130288,129691,0.19337,0.18029,392
129214-130344,129781,0.19642,0.18167,395
129264-130400,129841,0.19403,0.18029,392
129326-130470,129891,0.19483,0.18121,394
129381-130539,130007,0.19639,0.18351,399
129444-130620,130064,0.19306,0.18075,393
129566-130676,130134,0.1949,0.18259,397
129632-130747,130226,0.18812,0.17661,384
129692-130818,130288,0.18726,0.17615,383
129782-130906,130344,0.19163,0.17937,390
129842-130960,130400,0.19038,0.17799,387
129892-131031,130470,0.18858,0.17615,383
130008-131134,130539,0.18944,0.17707,385
130065-131238,130620,0.18861,0.17569,382
130135-131297,130676,0.19167,0.17845,388
130227-131350,130747,0.19312,0.17983,391
130289-131414,130818,0.19194,0.17891,389
130345-131608,130906,0.18295,0.17385,378
130401-131658,130960,0.17153,0.16327,355
130471-131708,131031,0.16076,0.15269,332
130540-131758,131134,0.14757,0.13982,304
130621-131808,131238,0.13889,0.13154,286
130677-131879,131297,0.12517,0.11912,259
130748-131929,131350,0.11788,0.11222,244
130819-131979,131414,0.10639,0.10118,220
130907-132029,131608,0.09354,0.08968,195
130961-132079,131658,0.08146,0.07865,171
131032-132129,131708,0.06736,0.06577,143
131135-132179,131758,0.05622,0.05473,119
131239-132229,131808,0.04448,0.04415,96
131298-132279,131879,0.0324,0.03265,71
131351-132329,131929,0.01924,0.0207,45
131415-132379,131979,0.00708,0.0092,20
131609-132429,132029,0.00181,0.0023,5
131659-132479,132079,0.00153,0.00184,4
131709-132529,132129,0.00104,0.00138,3
131759-132579,132179,0.00076,0.00092,2
131809-132629,132229,0.00076,0.00092,2
131880-132680,132279,0.00049,0.00046,1
131930-132730,132329,0.00049,0.00046,1
131980-132780,132379,0.00049,0.00046,1
132030-132830,132429,0.00049,0.00046,1
132080-132880,132479,0.00049,0.00046,1
132130-132930,132529,0.00049,0.00046,1
132180-132980,132579,0,0,0
132230-133030,132629,0,0,0
132280-133080,132680,0,0,0
132330-133130,132730,0,0,0
132380-133180,132780,0,0,0
132430-133230,132830,0,0,0
132480-133280,132880,0.00083,0.00138,3
132530-133330,132930,0.00083,0.00138,3
132580-133380,132980,0.00083,0.00138,3
132630-133430,133030,0.00111,0.00184,4
132681-133480,133080,0.00111,0.00184,4
132731-133530,133130,0.00111,0.00184,4
132781-133580,133180,0.00111,0.00184,4
132831-133630,133230,0.00111,0.00184,4
132881-133680,133280,0.00111,0.00184,4
132931-133730,133330,0.00111,0.00184,4
132981-133780,133380,0.00111,0.00184,4
133031-133830,133430,0.00111,0.00184,4
133081-133880,133480,0.00139,0.0023,5
133131-133930,133530,0.00139,0.0023,5
133181-133980,133580,0.00139,0.0023,5
133231-134030,133630,0.00139,0.0023,5
133281-134080,133680,0.00056,0.00092,2
133331-134130,133730,0.00083,0.00138,3
133381-134180,133780,0.00111,0.00184,4
133431-134230,133830,0.00083,0.00138,3
133481-134280,133880,0.00083,0.00138,3
133531-134330,133930,0.00083,0.00138,3
133581-134380,133980,0.00083,0.00138,3
133631-134430,134030,0.00083,0.00138,3
133681-134480,134080,0.00083,0.00138,3
133731-134530,134130,0.00083,0.00138,3
133781-134580,134180,0.00083,0.00138,3
133831-134630,134230,0.00083,0.00138,3
133881-134680,134280,0.00056,0.00092,2
133931-134730,134330,0.00056,0.00092,2
133981-134780,134380,0.00056,0.00092,2
134031-134830,134430,0.00056,0.00092,2
134081-134880,134480,0.00056,0.00092,2
134131-134930,134530,0.00028,0.00046,1
134181-134980,134580,0,0,0
134231-135030,134630,0,0,0
134281-135080,134680,0,0,0
134331-135130,134730,0,0,0
134381-135180,134780,0,0,0
134431-135230,134830,0,0,0
134481-135280,134880,0,0,0
134531-135330,134930,0,0,0
134581-135380,134980,0,0,0
134631-135430,135030,0,0,0
134681-135480,135080,0,0,0
134731-135530,135130,0,0,0
134781-135580,135180,0,0,0
134831-135630,135230,0,0,0
134881-135680,135280,0,0,0
134931-135730,135330,0,0,0
134981-135780,135380,0,0,0
135031-135830,135430,0.00028,0.00046,1
135081-135880,135480,0.00028,0.00046,1
135131-135930,135530,0.00028,0.00046,1
135181-135980,135580,0.00028,0.00046,1
135231-136030,135630,0.00028,0.00046,1
135281-136080,135680,0.00083,0.00138,3
135331-136130,135730,0.00083,0.00138,3
135381-136180,135780,0.00083,0.00138,3
135431-136230,135830,0.00083,0.00138,3
135481-136280,135880,0.00083,0.00138,3
135531-136330,135930,0.00083,0.00138,3
135581-136380,135980,0.00083,0.00138,3
135631-136430,136030,0.00083,0.00138,3
135681-136480,136080,0.00083,0.00138,3
135731-136530,136130,0.00083,0.00138,3
135781-136580,136180,0.00083,0.00138,3
135831-136630,136230,0.00056,0.00092,2
135881-136680,136280,0.00056,0.00092,2
135931-136730,136330,0.00056,0.00092,2
135981-136780,136380,0.00056,0.00092,2
136031-136830,136430,0.00056,0.00092,2
136081-136880,136480,0,0,0
136131-136930,136530,0,0,0
136181-136980,136580,0,0,0
136231-137030,136630,0,0,0
136281-137080,136680,0,0,0
136331-137130,136730,0,0,0
136381-137180,136780,0,0,0
136431-137230,136830,0,0,0
136481-137280,136880,0,0,0
136531-137330,136930,0,0,0
136581-137380,136980,0.00028,0.00046,1
136631-137430,137030,0.00028,0.00046,1
136681-137480,137080,0.00028,0.00046,1
136731-137530,137130,0.00028,0.00046,1
136781-137580,137180,0.00028,0.00046,1
136831-137630,137230,0.00028,0.00046,1
136881-137680,137280,0.00028,0.00046,1
136931-137733,137330,0.00028,0.00046,1
136981-137783,137380,0.00028,0.00046,1
137031-137833,137430,0.00028,0.00046,1
137081-137883,137480,0.00028,0.00046,1
137131-137933,137530,0.00028,0.00046,1
137181-137983,137580,0.00028,0.00046,1
137231-138033,137630,0.00028,0.00046,1
137281-138083,137680,0.00028,0.00046,1
137331-138133,137733,0.00028,0.00046,1
137381-138183,137783,0,0,0
137431-138233,137833,0,0,0
137481-138283,137883,0,0,0
137531-138333,137933,0,0,0
137581-138383,137983,0,0,0
137631-138433,138033,0,0,0
137681-138483,138083,0,0,0
137734-138533,138133,0,0,0
137784-138583,138183,0,0,0
137834-138633,138233,0.00063,0.00046,1
137884-138683,138283,0.00063,0.00046,1
137934-138733,138333,0.00063,0.00046,1
137984-138783,138383,0.00063,0.00046,1
138034-138833,138433,0.00063,0.00046,1
138084-138883,138483,0.00063,0.00046,1
138134-138933,138533,0.00063,0.00046,1
138184-138984,138583,0.00063,0.00046,1
138234-139034,138633,0.00063,0.00046,1
138284-139084,138683,0.00063,0.00046,1
138334-139134,138733,0.00063,0.00046,1
138384-139184,138783,0.00063,0.00046,1
138434-139234,138833,0.00063,0.00046,1
138484-139284,138883,0.00063,0.00046,1
138534-139334,138933,0.0009,0.00092,2
138584-139384,138984,0.0009,0.00092,2
138634-139434,139034,0.00028,0.00046,1
138684-139484,139084,0.00083,0.00138,3
138734-139534,139134,0.00083,0.00138,3
138784-139584,139184,0.00083,0.00138,3
138834-139634,139234,0.00083,0.00138,3
138884-139684,139284,0.00083,0.00138,3
138934-139734,139334,0.00083,0.00138,3
138985-139784,139384,0.00083,0.00138,3
139035-139834,139434,0.00083,0.00138,3
139085-139884,139484,0.00083,0.00138,3
139135-139934,139534,0.00083,0.00138,3
139185-139984,139584,0.00083,0.00138,3
139235-140034,139634,0.00083,0.00138,3
139285-140084,139684,0.00083,0.00138,3
139335-140134,139734,0.00056,0.00092,2
139385-140184,139784,0.00056,0.00092,2
139435-140234,139834,0.00056,0.00092,2
139485-140284,139884,0,0,0
139535-140334,139934,0,0,0
139585-140384,139984,0,0,0
139635-140434,140034,0,0,0
139685-140484,140084,0,0,0
139735-140534,140134,0,0,0
139785-140584,140184,0,0,0
139835-140634,140234,0,0,0
139885-140684,140284,0,0,0
139935-140734,140334,0,0,0
139985-140784,140384,0,0,0
140035-140834,140434,0,0,0
140085-140884,140484,0,0,0
140135-140934,140534,0,0,0
140185-140984,140584,0,0,0
140235-141034,140634,0,0,0
140285-141084,140684,0,0,0
140335-141134,140734,0,0,0
140385-141184,140784,0,0,0
140435-141234,140834,0,0,0
140485-141284,140884,0,0,0
140535-141334,140934,0,0,0
140585-141384,140984,0,0,0
140635-141434,141034,0,0,0
140685-141484,141084,0,0,0
140735-141534,141134,0,0,0
140785-141584,141184,0,0,0
140835-141634,141234,0,0,0
140885-141684,141284,0,0,0
140935-141734,141334,0,0,0
140985-141784,141384,0,0,0
141035-141834,141434,0,0,0
141085-141884,141484,0,0,0
141135-141934,141534,0,0,0
141185-141984,141584,0,0,0
141235-142034,141634,0,0,0
141285-142084,141684,0,0,0
141335-142134,141734,0.00028,0.00046,1
141385-142184,141784,0.00028,0.00046,1
141435-142234,141834,0.00028,0.00046,1
141485-142284,141884,0.00028,0.00046,1
141535-142334,141934,0.00028,0.00046,1
141585-142384,141984,0.00028,0.00046,1
141635-142434,142034,0.00028,0.00046,1
141685-142484,142084,0.00028,0.00046,1
141735-142534,142134,0.00028,0.00046,1
141785-142584,142184,0.00056,0.00092,2
141835-142634,142234,0.00083,0.00138,3
141885-142684,142284,0.00083,0.00138,3
141935-142742,142334,0.00083,0.00138,3
141985-142792,142384,0.00083,0.00138,3
142035-142842,142434,0.00083,0.00138,3
142085-142892,142484,0.00083,0.00138,3
142135-142942,142534,0.00056,0.00092,2
142185-142992,142584,0.00056,0.00092,2
142235-143042,142634,0.00056,0.00092,2
142285-143092,142684,0.00056,0.00092,2
142335-143142,142742,0.00056,0.00092,2
142385-143192,142792,0.00056,0.00092,2
142435-143242,142842,0.00056,0.00092,2
142485-143292,142892,0.00056,0.00092,2
142535-143342,142942,0.00056,0.00092,2
142585-143392,142992,0.00028,0.00046,1
142635-143442,143042,0,0,0
142685-143492,143092,0,0,0
142743-143542,143142,0,0,0
142793-143592,143192,0,0,0
142843-143642,143242,0,0,0
142893-143692,143292,0,0,0
142943-143742,143342,0,0,0
142993-143792,143392,0,0,0
143043-143842,143442,0,0,0
143093-143892,143492,0,0,0
143143-143942,143542,0.00028,0.00046,1
143193-143992,143592,0.00028,0.00046,1
143243-144042,143642,0.00028,0.00046,1
143293-144092,143692,0.00028,0.00046,1
143343-144142,143742,0.00028,0.00046,1
143393-144192,143792,0.00028,0.00046,1
143443-144242,143842,0.00028,0.00046,1
143493-144292,143892,0.00028,0.00046,1
143543-144342,143942,0.00028,0.00046,1
143593-144392,143992,0.00028,0.00046,1
143643-144442,144042,0.00028,0.00046,1
143693-144492,144092,0.00028,0.00046,1
143743-144542,144142,0.00056,0.00092,2
